"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"635","42.5","25","133","112","16","15","3","1","1","0","4.718499","7","0","3.749504"
"636","32.5","25","133","106","12","13","2","0","1","0","4.663439","6.625","0","3.48124"
"637","22.5","25","133","108","11","12","2","1","1","0","4.682131","6.75","0","3.113515"
"638","27.5","25","133","112","12","12","1","0","1","0","4.718499","7","0","3.314186"
"639","47.5","25","133","145","12","17","1","1","1","0","4.976734","9.0625","0","3.86073"
"640","32.5","25","133","134","14","13","1","1","0","0","4.89784","8.375","0","3.48124"
"641","3.5","25","133","117","","12","2","0","0","0","4.762174","7.3125","0","1.252763"
"642","32.5","25","133","114","15","14","2","0","1","7","4.736198","7.125",".35","3.48124"
"643","9.5","25","133","52","13","12","1","1","1","0","3.951244","3.25","0","2.251292"
"644","47.5","25","133","125","16","16","1","0","1","0","4.828314","7.8125","0","3.86073"
"645","42.5","25","133","127","17","14","1","0","1","0","4.844187","7.9375","0","3.749504"
"646","9.5","25","133","132","14","15","1","1","1","0","4.882802","8.25","0","2.251292"
"647","18.5","25","133","100","14","14","1","0","0","0","4.60517","6.25","0","2.917771"
"648","37.5","25","133","80","12","12","2","0","1","0","4.382027","5","0","3.624341"
"649","27.5","25","133","124","14","13","2","0","1","0","4.820282","7.75","0","3.314186"
"650","37.5","25","133","123","16","15","2","1","1","0","4.812184","7.6875","0","3.624341"
"651","18.5","38","152.5","121","18","16","3","0","1","0","4.795791","7.5625","0","2.917771"
"652","65","38","152.5","136","12","12","3","1","1","0","4.912655","8.5","0","4.174387"
"653","32.5","38","152.5","152","18","17","3","0","1","0","5.02388","9.5","0","3.48124"
"654","27.5","38","152.5","132","16","16","1","0","1","0","4.882802","8.25","0","3.314186"
"655","65","38","152.5","143","16","16","2","0","1","0","4.962845","8.9375","0","4.174387"
"656","22.5","38","152.5","114","12","12","1","1","1","8","4.736198","7.125",".4","3.113515"
"657","65","38","152.5","88","16","16","1","0","1","0","4.477337","5.5","0","4.174387"
"658","37.5","38","152.5","81","12","12","2","1","0","0","4.394449","5.0625","0","3.624341"
"659","22.5","38","152.5","115","15","13","2","0","1","0","4.744932","7.1875","0","3.113515"
"660","47.5","38","152.5","150","18","12","2","1","1","0","5.010635","9.375","0","3.86073"
"661","42.5","38","152.5","141","16","13","2","1","1","0","4.94876","8.8125","0","3.749504"
"662","12.5","38","152.5","125","12","15","1","1","1","0","4.828314","7.8125","0","2.525729"
"663","18.5","38","152.5","135","12","12","2","0","1","0","4.905275","8.4375","0","2.917771"
"664","6.5","38","152.5","120","","11","2","0","1","20","4.787492","7.5","1","1.871802"
"665","42.5","38","152.5","83","14","14","2","0","1","0","4.41884","5.1875","0","3.749504"
"666","27.5","38","152.5","143","12","12","3","0","1","0","4.962845","8.9375","0","3.314186"
"667","65","38","152.5","153","12","16","1","1","1","0","5.030438","9.5625","0","4.174387"
"668","65","38","152.5","150","16","14","3","1","1","0","5.010635","9.375","0","4.174387"
"669","27.5","38","152.5","152","14","14","3","0","1","0","5.02388","9.5","0","3.314186"
"670","27.5","38","152.5","148","12","12","1","0","1","10","4.997212","9.25",".5","3.314186"
"671","42.5","38","152.5","123","13","18","2","0","1","0","4.812184","7.6875","0","3.749504"
"672","27.5","38","152.5","117","12","12","1","1","1","0","4.762174","7.3125","0","3.314186"
"673","65","38","152.5","128","16","16","1","1","1","0","4.85203","8","0","4.174387"
"674","65","38","152.5","92","16","16","2","0","1","0","4.521789","5.75","0","4.174387"
"675","27.5","38","152.5","115","13","13","1","0","1","0","4.744932","7.1875","0","3.314186"
"676","27.5","38","152.5","105","16","17","1","0","1","0","4.65396","6.5625","0","3.314186"
"677","65","38","152.5","141","16","12","1","1","1","0","4.94876","8.8125","0","4.174387"
"678","14.5","38","152.5","104","12","12","1","1","1","0","4.644391","6.5","0","2.674149"
"679","22.5","38","152.5","156","14","12","3","1","1","0","5.049856","9.75","0","3.113515"
"680","10.5","38","152.5","131","16","12","4","0","1","0","4.875197","8.1875","0","2.351375"
"681","15.5","38","152.5","117","12","12","1","1","1","0","4.762174","7.3125","0","2.74084"
"682","32.5","38","152.5","141","12","12","2","0","1","0","4.94876","8.8125","0","3.48124"
"683","32.5","38","152.5","138","12","10","2","0","1","0","4.927254","8.625","0","3.48124"
"684","4.5","38","152.5","136","","12","1","0","1","0","4.912655","8.5","0","1.504077"
"685","6.5","38","152.5","149","","13","2","0","0","0","5.003946","9.3125","0","1.871802"
"686","8.5","38","152.5","144","12","12","1","0","1","0","4.969813","9","0","2.140066"
"687","32.5","38","152.5","123","18","18","1","0","1","0","4.812184","7.6875","0","3.48124"
"688","32.5","38","152.5","114","16","16","1","1","1","0","4.736198","7.125","0","3.48124"
"689","32.5","38","152.5","100","","12","1","1","1","0","4.60517","6.25","0","3.48124"
"690","47.5","38","152.5","127","12","12","1","1","1","0","4.844187","7.9375","0","3.86073"
"691","17.5","38","152.5","92","12","12","1","0","1","20","4.521789","5.75","1","2.862201"
"692","37.5","38","152.5","138","16","17","2","0","1","0","4.927254","8.625","0","3.624341"
"693","27.5","38","152.5","139","15","16","1","1","1","0","4.934474","8.6875","0","3.314186"
"694","7.5","38","152.5","124","16","16","1","1","1","0","4.820282","7.75","0","2.014903"
"695","10.5","13","118.9","132","10","11","1","1","1","0","4.882802","8.25","0","2.351375"
"696","22.5","13","118.9","151","14","13","2","0","1","0","5.01728","9.4375","0","3.113515"
"697","27.5","13","118.9","126","12","16","2","1","1","0","4.836282","7.875","0","3.314186"
"698","32.5","13","118.9","95","17","18","1","0","1","5","4.553877","5.9375",".25","3.48124"
"699","37.5","13","118.9","115","12","16","1","0","1","0","4.744932","7.1875","0","3.624341"
"700","4.5","13","118.9","109","","12","1","1","0","0","4.691348","6.8125","0","1.504077"
"701","2.5","13","118.9","86","","11","1","0","0","0","4.454347","5.375","0",".9162908"
"702","47.5","13","118.9","128","12","9","2","0","1","0","4.85203","8","0","3.86073"
"703","22.5","13","118.9","94","12","10","1","1","1","10","4.543295","5.875",".5","3.113515"
"704","1.5","13","118.9","144","","12","1","0","0","0","4.969813","9","0",".4054651"
"705","22.5","13","118.9","92","18","16","1","0","0","0","4.521789","5.75","0","3.113515"
"706","27.5","13","118.9","117","12","12","1","0","1","0","4.762174","7.3125","0","3.314186"
"707","65","13","118.9","130","12","11","1","1","1","0","4.867535","8.125","0","4.174387"
"708","42.5","13","118.9","82","13","14","3","0","1","0","4.406719","5.125","0","3.749504"
"709","12.5","13","118.9","121","12","12","2","1","1","0","4.795791","7.5625","0","2.525729"
"710","47.5","13","118.9","98","12","14","1","1","1","0","4.584968","6.125","0","3.86073"
"711","32.5","13","118.9","137","16","14","1","1","1","20","4.919981","8.5625","1","3.48124"
"712","37.5","13","118.9","114","16","16","1","0","1","15","4.736198","7.125",".75","3.624341"
"713","42.5","13","118.9","121","12","16","2","1","1","0","4.795791","7.5625","0","3.749504"
"714","22.5","13","118.9","124","14","12","2","1","1","0","4.820282","7.75","0","3.113515"
"715","17.5","16","123","119","16","14","1","0","1","0","4.779123","7.4375","0","2.862201"
"716","32.5","16","123","151","18","18","3","1","1","0","5.01728","9.4375","0","3.48124"
"717","22.5","16","123","144","12","12","1","0","1","0","4.969813","9","0","3.113515"
"718","18.5","16","123","124","12","12","5","0","1","0","4.820282","7.75","0","2.917771"
"719","32.5","16","123","100","12","12","2","0","1","7","4.60517","6.25",".35","3.48124"
"720","27.5","16","123","160","14","16","3","0","1","0","5.075174","10","0","3.314186"
"721","3.5","16","123","109","10","12","2","1","1","0","4.691348","6.8125","0","1.252763"
"722","15.5","16","123","138","12","14","3","1","1","0","4.927254","8.625","0","2.74084"
"723","65","16","123","122","18","18","3","1","1","0","4.804021","7.625","0","4.174387"
"724","37.5","16","123","109","12","16","4","0","1","0","4.691348","6.8125","0","3.624341"
"725","32.5","16","123","139","16","18","1","1","1","0","4.934474","8.6875","0","3.48124"
"726","9.5","16","123","125","12","12","2","1","1","0","4.828314","7.8125","0","2.251292"
"727","22.5","20","145.6","118","12","6","3","1","1","15","4.770685","7.375",".75","3.113515"
"728","42.5","20","145.6","114","12","17","1","1","1","0","4.736198","7.125","0","3.749504"
"729","65","20","145.6","152","7","13","3","1","0","0","5.02388","9.5","0","4.174387"
"730","37.5","20","145.6","114","16","13","2","0","1","1","4.736198","7.125",".05","3.624341"
"731","22.5","20","145.6","119","16","16","1","1","0","0","4.779123","7.4375","0","3.113515"
"732","15.5","20","145.6","149","12","12","1","1","0","0","5.003946","9.3125","0","2.74084"
"733","42.5","27","139.5","126","13","12","1","0","1","15","4.836282","7.875",".75","3.749504"
"734","14.5","27","139.5","114","13","11","1","1","1","0","4.736198","7.125","0","2.674149"
"735","37.5","27","139.5","126","18","16","2","1","1","0","4.836282","7.875","0","3.624341"
"736","22.5","27","139.5","115","","12","1","1","1","0","4.744932","7.1875","0","3.113515"
"737","65","27","139.5","123","12","16","1","1","1","0","4.812184","7.6875","0","4.174387"
"738","47.5","27","139.5","160","17","12","1","1","1","0","5.075174","10","0","3.86073"
"739","10.5","27","139.5","58","12","11","1","1","1","0","4.060443","3.625","0","2.351375"
"740","65","27","139.5","108","18","17","1","0","1","0","4.682131","6.75","0","4.174387"
"741","27.5","27","139.5","113","12","12","2","1","1","0","4.727388","7.0625","0","3.314186"
"742","65","27","139.5","140","18","18","2","1","1","0","4.941642","8.75","0","4.174387"
"743","27.5","27","139.5","118","12","16","2","1","1","0","4.770685","7.375","0","3.314186"
"744","65","27","139.5","111","16","12","1","1","1","0","4.70953","6.9375","0","4.174387"
"745","16.5","27","139.5","88","12","12","1","1","1","5","4.477337","5.5",".25","2.80336"
"746","65","27","139.5","133","14","13","1","0","1","10","4.890349","8.3125",".5","4.174387"
"747","42.5","27","139.5","106","16","18","1","0","1","0","4.663439","6.625","0","3.749504"
"748","12.5","27","139.5","137","16","12","1","1","0","0","4.919981","8.5625","0","2.525729"
"749","11.5","27","139.5","129","15","16","1","1","0","0","4.859812","8.0625","0","2.442347"
"750","37.5","27","139.5","132","12","12","3","1","0","0","4.882802","8.25","0","3.624341"
"751","65","27","139.5","112","13","12","1","1","1","12","4.718499","7",".6","4.174387"
"752","32.5","27","139.5","122","12","10","2","1","1","0","4.804021","7.625","0","3.48124"
"753","65","27","139.5","76","16","16","1","0","1","0","4.330733","4.75","0","4.174387"
"754","65","27","139.5","122","18","14","4","0","1","10","4.804021","7.625",".5","4.174387"
"755","65","27","139.5","159","18","16","2","0","1","0","5.068904","9.9375","0","4.174387"
"756","65","27","139.5","116","15","16","1","1","1","0","4.75359","7.25","0","4.174387"
"757","22.5","27","139.5","104","12","13","1","0","1","20","4.644391","6.5","1","3.113515"
"758","65","27","139.5","116","16","14","1","0","1","0","4.75359","7.25","0","4.174387"
"759","47.5","27","139.5","115","12","11","3","0","1","10","4.744932","7.1875",".5","3.86073"
"760","27.5","27","139.5","159","12","12","1","1","1","10","5.068904","9.9375",".5","3.314186"
"761","65","27","139.5","145","16","16","1","0","1","0","4.976734","9.0625","0","4.174387"
"762","65","27","139.5","121","14","16","2","0","1","0","4.795791","7.5625","0","4.174387"
"763","32.5","27","139.5","112","","16","1","1","1","0","4.718499","7","0","3.48124"
"764","22.5","27","139.5","107","13","12","1","0","1","0","4.672829","6.6875","0","3.113515"
"765","65","27","139.5","133","12","17","1","0","1","0","4.890349","8.3125","0","4.174387"
"766","65","27","139.5","136","12","12","2","1","1","0","4.912655","8.5","0","4.174387"
"767","6.5","27","139.5","148","","12","1","0","1","0","4.997212","9.25","0","1.871802"
"768","65","27","139.5","133","12","14","2","1","1","0","4.890349","8.3125","0","4.174387"
"769","37.5","27","139.5","108","13","12","1","1","1","4","4.682131","6.75",".2","3.624341"
"770","65","27","139.5","91","16","16","2","1","1","0","4.510859","5.6875","0","4.174387"
"771","32.5","27","139.5","94","12","12","2","1","1","0","4.543295","5.875","0","3.48124"
"772","27.5","15","127.2","123","12","12","1","0","1","0","4.812184","7.6875","0","3.314186"
"773","65","15","127.2","129","18","16","2","0","1","0","4.859812","8.0625","0","4.174387"
"774","27.5","15","127.2","108","14","14","1","1","1","0","4.682131","6.75","0","3.314186"
"775","22.5","15","127.2","144","12","16","2","1","0","0","4.969813","9","0","3.113515"
"776","22.5","15","127.2","132","14","12","1","0","0","0","4.882802","8.25","0","3.113515"
"777","13.5","15","127.2","130","14","12","1","1","0","0","4.867535","8.125","0","2.60269"
"778","22.5","21","136.7","105","","13","1","0","0","0","4.65396","6.5625","0","3.113515"
"779","32.5","21","136.7","90","12","10","1","1","1","0","4.49981","5.625","0","3.48124"
"780","12.5","21","136.7","154","","12","5","1","0","0","5.036952","9.625","0","2.525729"
"781","6.5","21","136.7","103","","12","1","1","0","4","4.634729","6.4375",".2","1.871802"
"782","22.5","21","136.7","87","12","12","1","1","1","15","4.465908","5.4375",".75","3.113515"
"783","42.5","21","136.7","133","12","14","2","0","1","0","4.890349","8.3125","0","3.749504"
"784","42.5","21","136.7","117","12","13","2","1","1","0","4.762174","7.3125","0","3.749504"
"785","65","21","136.7","152","16","14","1","1","1","0","5.02388","9.5","0","4.174387"
"786","27.5","21","136.7","119","16","12","3","0","1","0","4.779123","7.4375","0","3.314186"
"787","22.5","21","136.7","108","15","14","2","0","0","0","4.682131","6.75","0","3.113515"
"788","65","21","136.7","114","18","16","1","0","1","0","4.736198","7.125","0","4.174387"
"789","37.5","21","136.7","89","12","14","1","0","1","3","4.488636","5.5625",".15","3.624341"
"790","65","21","136.7","132","12","12","3","0","1","0","4.882802","8.25","0","4.174387"
"791","32.5","21","136.7","130","12","12","1","1","1","0","4.867535","8.125","0","3.48124"
"792","65","21","136.7","124","16","16","2","1","0","0","4.820282","7.75","0","4.174387"
"793","65","21","136.7","107","18","18","1","0","1","0","4.672829","6.6875","0","4.174387"
"794","22.5","21","136.7","125","12","14","1","1","1","0","4.828314","7.8125","0","3.113515"
"795","22.5","21","136.7","117","15","15","1","0","1","0","4.762174","7.3125","0","3.113515"
"796","17.5","21","136.7","117","11","14","1","1","0","0","4.762174","7.3125","0","2.862201"
"797","19.5","21","136.7","125","12","14","3","0","1","0","4.828314","7.8125","0","2.970414"
"798","27.5","21","136.7","106","12","14","2","1","1","0","4.663439","6.625","0","3.314186"
"799","47.5","21","136.7","130","13","13","2","1","1","10","4.867535","8.125",".5","3.86073"
"800","47.5","21","136.7","129","12","14","1","1","1","0","4.859812","8.0625","0","3.86073"
"801","22.5","21","136.7","144","","16","1","1","1","0","4.969813","9","0","3.113515"
"802","9.5","21","136.7","104","8","12","1","0","0","0","4.644391","6.5","0","2.251292"
"803","42.5","21","136.7","110","12","16","3","0","1","0","4.70048","6.875","0","3.749504"
"804","10.5","21","136.7","113","9","12","2","0","1","10","4.727388","7.0625",".5","2.351375"
"805","65","21","136.7","93","15","18","1","0","1","0","4.532599","5.8125","0","4.174387"
"806","47.5","21","136.7","106","15","18","2","0","1","0","4.663439","6.625","0","3.86073"
"807","42.5","21","136.7","113","18","12","3","1","1","0","4.727388","7.0625","0","3.749504"
"808","22.5","21","136.7","120","","12","1","1","0","20","4.787492","7.5","1","3.113515"
"809","27.5","21","136.7","116","16","15","1","1","1","0","4.75359","7.25","0","3.314186"
"810","65","21","136.7","129","18","16","2","0","1","0","4.859812","8.0625","0","4.174387"
"811","8.5","21","136.7","106","","13","1","1","0","0","4.663439","6.625","0","2.140066"
"812","22.5","21","136.7","119","11","11","1","1","1","0","4.779123","7.4375","0","3.113515"
"813","19.5","21","136.7","112","12","13","1","1","1","0","4.718499","7","0","2.970414"
"814","8.5","21","136.7","123","10","10","1","0","1","0","4.812184","7.6875","0","2.140066"
"815","47.5","21","136.7","129","","14","1","0","0","0","4.859812","8.0625","0","3.86073"
"816","8.5","21","136.7","100","6","12","3","1","0","0","4.60517","6.25","0","2.140066"
"817","4.5","21","136.7","97","","10","1","0","0","2","4.574711","6.0625",".1","1.504077"
"818","65","21","136.7","127","18","18","1","0","1","0","4.844187","7.9375","0","4.174387"
"819","32.5","21","136.7","128","12","13","1","0","1","0","4.85203","8","0","3.48124"
"820","12.5","21","136.7","122","","13","2","0","0","0","4.804021","7.625","0","2.525729"
"821","65","21","136.7","93","14","12","1","1","1","0","4.532599","5.8125","0","4.174387"
"822","19.5","21","136.7","90","12","11","1","1","1","10","4.49981","5.625",".5","2.970414"
"823","22.5","21","136.7","73","14","14","1","1","1","0","4.29046","4.5625","0","3.113515"
"824","27.5","21","136.7","133","","16","2","0","1","0","4.890349","8.3125","0","3.314186"
"825","19.5","21","136.7","112","","12","1","0","0","0","4.718499","7","0","2.970414"
"826","15.5","21","136.7","98","16","17","1","0","1","0","4.584968","6.125","0","2.74084"
"827","37.5","21","136.7","136","14","12","1","1","1","0","4.912655","8.5","0","3.624341"
"828","13.5","21","136.7","78","13","11","2","1","0","0","4.356709","4.875","0","2.60269"
"829","42.5","21","136.7","107","11","12","1","0","1","0","4.672829","6.6875","0","3.749504"
"830","65","21","136.7","147","12","12","1","1","1","0","4.990433","9.1875","0","4.174387"
"831","32.5","21","136.7","149","14","12","1","0","1","20","5.003946","9.3125","1","3.48124"
"832","37.5","21","136.7","106","18","16","1","0","1","0","4.663439","6.625","0","3.624341"
"833","47.5","21","136.7","97","10","13","1","0","1","10","4.574711","6.0625",".5","3.86073"
"834","65","21","136.7","134","12","12","2","0","1","0","4.89784","8.375","0","4.174387"
"835","22.5","21","136.7","136","16","16","2","1","1","0","4.912655","8.5","0","3.113515"
"836","27.5","21","136.7","136","16","16","2","0","0","0","4.912655","8.5","0","3.314186"
"837","22.5","21","136.7","131","12","12","1","1","1","0","4.875197","8.1875","0","3.113515"
"838","27.5","21","136.7","112","15","16","1","1","1","0","4.718499","7","0","3.314186"
"839","12.5","21","136.7","105","13","12","1","1","1","0","4.65396","6.5625","0","2.525729"
"840","19.5","21","136.7","120","16","14","1","0","0","0","4.787492","7.5","0","2.970414"
"841","42.5","21","136.7","120","16","15","1","0","1","0","4.787492","7.5","0","3.749504"
"842","27.5","21","136.7","115","12","14","3","1","1","0","4.744932","7.1875","0","3.314186"
"843","32.5","21","136.7","120","13","16","1","1","1","0","4.787492","7.5","0","3.48124"
"844","65","21","136.7","141","12","12","1","0","0","0","4.94876","8.8125","0","4.174387"
"845","47.5","21","136.7","119","13","12","3","0","1","5","4.779123","7.4375",".25","3.86073"
"846","27.5","21","136.7","114","16","14","1","0","1","0","4.736198","7.125","0","3.314186"
"847","32.5","21","136.7","143","12","9","3","0","0","10","4.962845","8.9375",".5","3.48124"
"848","65","21","136.7","113","12","12","1","1","1","0","4.727388","7.0625","0","4.174387"
"849","22.5","21","136.7","118","12","12","2","0","1","0","4.770685","7.375","0","3.113515"
"850","65","21","136.7","126","12","14","1","1","1","0","4.836282","7.875","0","4.174387"
"851","42.5","21","136.7","120","13","12","1","1","1","0","4.787492","7.5","0","3.749504"
"852","32.5","21","136.7","139","18","18","2","1","0","0","4.934474","8.6875","0","3.48124"
"853","65","21","136.7","104","14","14","1","0","1","0","4.644391","6.5","0","4.174387"
"854","42.5","21","136.7","141","12","12","3","0","0","0","4.94876","8.8125","0","3.749504"
"855","27.5","21","136.7","114","12","12","1","1","1","0","4.736198","7.125","0","3.314186"
"856","65","21","136.7","111","16","14","2","0","1","0","4.70953","6.9375","0","4.174387"
"857","5.5","21","136.7","94","","12","1","0","1","0","4.543295","5.875","0","1.704748"
"858","22.5","21","136.7","134","12","6","1","1","0","0","4.89784","8.375","0","3.113515"
"859","37.5","21","136.7","113","17","13","1","1","0","0","4.727388","7.0625","0","3.624341"
"860","2.5","21","136.7","116","","12","2","1","0","0","4.75359","7.25","0",".9162908"
"861","6.5","2","107.6","114","12","13","1","1","0","0","4.736198","7.125","0","1.871802"
"862","18.5","2","107.6","115","12","12","1","0","1","0","4.744932","7.1875","0","2.917771"
"863","13.5","2","107.6","122","10","11","1","0","1","0","4.804021","7.625","0","2.60269"
"864","12.5","2","107.6","118","14","10","4","1","1","20","4.770685","7.375","1","2.525729"
"865","19.5","2","107.6","115","9","9","1","0","1","0","4.744932","7.1875","0","2.970414"
"866","9.5","2","107.6","104","12","12","1","0","1","0","4.644391","6.5","0","2.251292"
"867","9.5","2","107.6","134","7","12","2","1","0","0","4.89784","8.375","0","2.251292"
"868","13.5","2","107.6","143","12","12","1","1","1","0","4.962845","8.9375","0","2.60269"
"869","47.5","2","107.6","143","16","16","1","1","1","0","4.962845","8.9375","0","3.86073"
"870","10.5","2","107.6","106","12","13","2","1","0","0","4.663439","6.625","0","2.351375"
"871","37.5","2","107.6","127","16","14","2","1","1","0","4.844187","7.9375","0","3.624341"
"872","27.5","2","107.6","122","13","14","1","0","1","0","4.804021","7.625","0","3.314186"
"873","19.5","2","107.6","115","13","16","1","1","1","0","4.744932","7.1875","0","2.970414"
"874","15.5","2","107.6","139","12","12","4","1","0","0","4.934474","8.6875","0","2.74084"
"875","16.5","2","107.6","114","11","9","2","0","1","10","4.736198","7.125",".5","2.80336"
"876","32.5","2","107.6","108","16","16","1","0","1","0","4.682131","6.75","0","3.48124"
"877","11.5","2","107.6","127","","14","1","1","0","0","4.844187","7.9375","0","2.442347"
"878","10.5","2","107.6","111","","11","1","0","0","0","4.70953","6.9375","0","2.351375"
"879","16.5","2","107.6","91","","11","1","0","0","0","4.510859","5.6875","0","2.80336"
"880","9.5","2","107.6","96","","10","1","1","0","0","4.564348","6","0","2.251292"
"881","12.5","2","107.6","103","12","8","1","1","0","10","4.634729","6.4375",".5","2.525729"
"882","9.5","2","107.6","78","10","6","2","1","1","0","4.356709","4.875","0","2.251292"
"883","22.5","2","107.6","98","12","12","1","0","1","0","4.584968","6.125","0","3.113515"
"884","22.5","2","107.6","94","8","8","2","0","1","30","4.543295","5.875","1.5","3.113515"
"885","27.5","2","107.6","135","12","10","1","1","1","10","4.905275","8.4375",".5","3.314186"
"886","11.5","2","107.6","124","9","9","1","1","1","20","4.820282","7.75","1","2.442347"
"887","5.5","18","120.5","108","","7","4","0","1","0","4.682131","6.75","0","1.704748"
"888","19.5","18","120.5","128","12","12","1","1","1","10","4.85203","8",".5","2.970414"
"889","11.5","18","120.5","139","12","12","3","0","1","0","4.934474","8.6875","0","2.442347"
"890","27.5","18","120.5","128","14","8","3","1","1","0","4.85203","8","0","3.314186"
"891","42.5","18","120.5","102","12","13","1","1","1","0","4.624973","6.375","0","3.749504"
"892","3.5","18","120.5","136","","12","2","1","1","0","4.912655","8.5","0","1.252763"
"893","65","18","120.5","146","12","12","1","0","1","0","4.983607","9.125","0","4.174387"
"894","16.5","18","120.5","136","17","12","1","1","1","0","4.912655","8.5","0","2.80336"
"895","42.5","18","120.5","89","16","16","1","1","1","0","4.488636","5.5625","0","3.749504"
"896","2.5","18","120.5","102","","10","1","0","1","30","4.624973","6.375","1.5",".9162908"
"897","3.5","18","120.5","138","","10","3","1","0","30","4.927254","8.625","1.5","1.252763"
"898","8.5","18","120.5","128","12","12","1","0","1","0","4.85203","8","0","2.140066"
"899","27.5","18","120.5","124","12","13","3","1","1","0","4.820282","7.75","0","3.314186"
"900","12.5","18","120.5","122","12","12","1","1","1","0","4.804021","7.625","0","2.525729"
"901","4.5","18","120.5","101","","10","2","0","1","4","4.61512","6.3125",".2","1.504077"
"902","37.5","18","120.5","118","12","12","1","1","1","0","4.770685","7.375","0","3.624341"
"903","32.5","18","120.5","70","16","18","2","1","1","0","4.248495","4.375","0","3.48124"
"904","22.5","18","120.5","136","12","12","1","1","1","0","4.912655","8.5","0","3.113515"
"905","37.5","18","120.5","152","13","12","2","0","1","0","5.02388","9.5","0","3.624341"
"906","19.5","18","120.5","98","12","14","3","0","1","0","4.584968","6.125","0","2.970414"
"907","9.5","18","120.5","68","12","11","4","0","1","10","4.219508","4.25",".5","2.251292"
"908","13.5","18","120.5","101","8","12","2","0","0","3","4.61512","6.3125",".15","2.60269"
"909","2.5","18","120.5","94","","10","2","0","0","0","4.543295","5.875","0",".9162908"
"910",".5","18","120.5","117","8","8","1","1","1","0","4.762174","7.3125","0","-.6931472"
"911","10.5","18","120.5","96","","12","1","0","0","0","4.564348","6","0","2.351375"
"912","47.5","18","120.5","122","16","14","2","0","1","0","4.804021","7.625","0","3.86073"
"913","42.5","18","120.5","132","16","16","4","1","1","0","4.882802","8.25","0","3.749504"
"914","3.5","18","120.5","104","","12","2","1","0","20","4.644391","6.5","1","1.252763"
"915","27.5","18","120.5","130","","12","3","0","1","0","4.867535","8.125","0","3.314186"
"916","19.5","18","120.5","84","","15","1","1","0","0","4.430817","5.25","0","2.970414"
"917","37.5","18","120.5","159","12","12","1","1","1","0","5.068904","9.9375","0","3.624341"
"918","7.5","18","120.5","115","","10","1","0","1","3","4.744932","7.1875",".15","2.014903"
"919","22.5","18","120.5","126","12","10","1","0","1","20","4.836282","7.875","1","3.113515"
"920","22.5","18","120.5","132","13","12","1","0","1","7","4.882802","8.25",".35","3.113515"
"921","47.5","18","120.5","101","12","14","3","0","0","0","4.61512","6.3125","0","3.86073"
"922","27.5","18","120.5","87","12","12","2","1","1","20","4.465908","5.4375","1","3.314186"
"923","4.5","18","120.5","147","","12","1","1","1","0","4.990433","9.1875","0","1.504077"
"924","18.5","18","120.5","108","12","12","1","1","1","0","4.682131","6.75","0","2.917771"
"925","32.5","18","120.5","103","15","16","1","1","1","0","4.634729","6.4375","0","3.48124"
"926","37.5","18","120.5","128","12","12","2","0","1","0","4.85203","8","0","3.624341"
"927","6.5","18","120.5","97","11","10","2","1","1","2","4.574711","6.0625",".1","1.871802"
"928","42.5","18","120.5","113","16","12","1","1","1","0","4.727388","7.0625","0","3.749504"
"929","47.5","18","120.5","128","12","12","1","0","1","0","4.85203","8","0","3.86073"
"930","14.5","18","120.5","74","","12","2","1","0","10","4.304065","4.625",".5","2.674149"
"931","4.5","18","120.5","95","","11","1","1","1","0","4.553877","5.9375","0","1.504077"
"932","65","18","120.5","128","16","16","2","0","1","0","4.85203","8","0","4.174387"
"933","12.5","18","120.5","129","11","12","2","1","1","20","4.859812","8.0625","1","2.525729"
"934","37.5","18","120.5","117","12","12","1","1","1","0","4.762174","7.3125","0","3.624341"
"935","32.5","18","120.5","109","12","12","1","1","1","0","4.691348","6.8125","0","3.48124"
"936","6.5","18","120.5","109","","12","1","0","0","0","4.691348","6.8125","0","1.871802"
"937","11.5","18","120.5","129","13","12","1","0","1","5","4.859812","8.0625",".25","2.442347"
"938","14.5","18","120.5","144","12","12","2","0","1","0","4.969813","9","0","2.674149"
"939","27.5","18","120.5","131","10","9","2","0","1","0","4.875197","8.1875","0","3.314186"
"940","32.5","18","120.5","104","17","12","1","1","1","0","4.644391","6.5","0","3.48124"
"941","15.5","18","120.5","120","12","12","1","0","0","0","4.787492","7.5","0","2.74084"
"942","22.5","18","120.5","99","10","12","2","0","0","10","4.59512","6.1875",".5","3.113515"
"943","22.5","18","120.5","103","11","12","3","0","1","20","4.634729","6.4375","1","3.113515"
"944","65","18","120.5","123","16","16","3","1","1","0","4.812184","7.6875","0","4.174387"
"945","47.5","18","120.5","134","12","12","1","0","1","0","4.89784","8.375","0","3.86073"
"946","17.5","18","120.5","147","12","12","2","1","1","0","4.990433","9.1875","0","2.862201"
"947","27.5","18","120.5","83","12","9","2","1","0","20","4.41884","5.1875","1","3.314186"
"948","32.5","18","120.5","91","12","12","1","1","0","0","4.510859","5.6875","0","3.48124"
"949","65","18","120.5","124","12","14","2","1","1","0","4.820282","7.75","0","4.174387"
"950","65","18","120.5","141","18","17","2","0","1","0","4.94876","8.8125","0","4.174387"
"951","65","18","120.5","56","18","16","1","1","1","0","4.025352","3.5","0","4.174387"
"952","32.5","18","120.5","139","14","12","1","1","1","0","4.934474","8.6875","0","3.48124"
